city,date,temperature,feels_like,humidity,description,wind_speed
Bangkok,2024-12-20,26.6,27.6,48,overcast clouds,1.33
Bangkok,2024-12-21,26.7,27.8,50,overcast clouds,1.56
Bangkok,2024-12-22,26.1,26.4,48,overcast clouds,2.11
Bangkok,2024-12-23,25.8,26.0,47,overcast clouds,1.78
Bangkok,2024-12-24,27.5,28.6,50,overcast clouds,1.89
Bangkok,2024-12-25,27.9,29.0,49,overcast clouds,1.94
Bangkok,2024-12-26,28.5,29.7,48,overcast clouds,2.14
Bangkok,2024-12-27,30.1,32.7,54,light drizzle,2.08
Bangkok,2024-12-28,28.9,30.9,55,overcast clouds,2.81
Bangkok,2024-12-29,27.4,29.0,53,overcast clouds,1.78
Bangkok,2024-12-30,27.2,29.4,56,overcast clouds,1.19
Bangkok,2024-12-31,27.0,28.6,52,overcast clouds,1.03
Bangkok,2025-01-01,27.9,29.2,48,overcast clouds,1.28
Bangkok,2025-01-02,27.9,29.2,48,partly cloudy,1.33
Bangkok,2025-01-03,28.2,29.2,48,overcast clouds,1.94
Bangkok,2025-01-04,28.1,29.5,48,overcast clouds,1.33
Bangkok,2025-01-05,27.4,27.5,42,overcast clouds,1.94
Bangkok,2025-01-06,26.7,27.1,42,overcast clouds,0.94
Bangkok,2025-01-07,27.5,28.1,43,overcast clouds,1.0
Bangkok,2025-01-08,28.6,29.9,45,overcast clouds,1.11
Bangkok,2025-01-09,29.1,30.0,45,overcast clouds,2.03
Bangkok,2025-01-10,27.6,28.7,51,overcast clouds,2.44
Bangkok,2025-01-11,26.0,25.7,48,overcast clouds,3.19
Bangkok,2025-01-12,23.8,23.3,46,overcast clouds,2.11
Bangkok,2025-01-13,23.9,23.4,42,overcast clouds,1.28
Bangkok,2025-01-14,25.2,24.8,43,overcast clouds,1.75
Bangkok,2025-01-15,27.2,27.3,46,overcast clouds,2.83
Bangkok,2025-01-16,28.5,29.5,48,overcast clouds,2.39
Bangkok,2025-01-17,27.5,28.2,46,overcast clouds,1.92
Bangkok,2025-01-18,27.6,27.5,40,overcast clouds,1.89
Bangkok,2025-01-19,27.5,27.8,40,overcast clouds,1.25
Bangkok,2025-01-20,27.8,28.2,39,overcast clouds,1.0
Bangkok,2025-01-21,27.9,28.7,43,overcast clouds,1.11
Bangkok,2025-01-22,28.2,29.2,44,overcast clouds,1.03
Bangkok,2025-01-23,28.4,29.6,45,overcast clouds,1.06
Bangkok,2025-01-24,28.8,30.6,48,overcast clouds,1.0
Bangkok,2025-01-25,28.5,31.1,56,overcast clouds,1.31
Bangkok,2025-01-26,29.0,32.9,66,overcast clouds,1.39
Bangkok,2025-01-27,26.4,27.3,55,light drizzle,2.81
Bangkok,2025-01-28,26.3,26.4,45,overcast clouds,2.0
Bangkok,2025-01-29,26.4,26.5,44,overcast clouds,2.06
Bangkok,2025-01-30,27.4,28.4,45,overcast clouds,1.08
Bangkok,2025-01-31,28.0,29.7,50,overcast clouds,1.03
Bangkok,2025-02-01,28.7,30.7,51,overcast clouds,1.28
Bangkok,2025-02-02,29.0,31.7,57,overcast clouds,1.53
Bangkok,2025-02-03,29.2,32.6,62,mainly clear,1.72
Bangkok,2025-02-04,29.2,32.3,63,moderate drizzle,2.17
Bangkok,2025-02-05,29.1,31.9,57,overcast clouds,1.67
Bangkok,2025-02-06,28.6,32.3,66,overcast clouds,1.81
Bangkok,2025-02-07,28.8,33.0,69,light drizzle,1.47
Bangkok,2025-02-08,29.8,31.9,53,overcast clouds,2.53
Bangkok,2025-02-09,28.1,28.4,44,overcast clouds,2.75
Bangkok,2025-02-10,28.1,29.0,43,overcast clouds,1.42
Bangkok,2025-02-11,29.3,30.6,42,overcast clouds,0.89
Bangkok,2025-02-12,30.4,31.8,41,overcast clouds,1.11
Bangkok,2025-02-13,30.5,32.6,47,overcast clouds,1.36
Bangkok,2025-02-14,29.5,33.4,65,mainly clear,1.75
Bangkok,2025-02-15,30.4,33.6,57,overcast clouds,1.64
Bangkok,2025-02-16,30.2,33.3,57,overcast clouds,1.86
Bangkok,2025-02-17,29.0,33.7,74,dense drizzle,2.5
Bangkok,2025-02-18,27.8,32.3,76,light rain,1.97
Bangkok,2025-02-19,26.8,32.0,81,heavy rain,1.33
Bangkok,2025-02-20,27.6,32.6,77,moderate rain,1.11
Bangkok,2025-02-21,28.0,33.2,77,dense drizzle,1.36
Bangkok,2025-02-22,28.4,32.6,70,light rain,1.53
Bangkok,2025-02-23,29.8,33.6,64,dense drizzle,2.0
Bangkok,2025-02-24,25.8,29.4,79,moderate rain,2.22
Bangkok,2025-02-25,25.2,28.1,75,light drizzle,2.22
Bangkok,2025-02-26,27.0,29.8,65,overcast clouds,2.14
Bangkok,2025-02-27,29.3,33.3,63,light drizzle,1.17
Bangkok,2025-02-28,30.1,34.6,65,dense drizzle,1.33
Bangkok,2025-03-01,29.7,35.1,73,light drizzle,2.06
Bangkok,2025-03-02,30.4,35.5,71,overcast clouds,2.33
Bangkok,2025-03-03,30.2,35.3,73,overcast clouds,2.86
Bangkok,2025-03-04,30.3,34.8,69,overcast clouds,2.97
Bangkok,2025-03-05,30.3,35.3,71,overcast clouds,2.53
Bangkok,2025-03-06,30.1,34.9,71,mainly clear,2.5
Bangkok,2025-03-07,28.1,33.0,79,light rain,2.31
Bangkok,2025-03-08,27.7,31.4,71,light drizzle,2.25
Bangkok,2025-03-09,29.0,32.6,63,overcast clouds,1.39
Bangkok,2025-03-10,31.6,34.8,52,overcast clouds,1.94
Bangkok,2025-03-11,31.6,35.9,59,light rain,1.72
Bangkok,2025-03-12,30.7,35.6,67,light drizzle,2.06
Bangkok,2025-03-13,30.1,35.0,70,moderate rain,2.22
Bangkok,2025-03-14,30.4,35.7,69,light drizzle,1.67
Bangkok,2025-03-15,31.0,36.2,67,light drizzle,2.03
Bangkok,2025-03-16,31.1,36.5,68,light drizzle,1.78
Bangkok,2025-03-17,29.8,35.3,74,light rain,2.17
Bangkok,2025-03-18,30.5,35.6,68,moderate drizzle,1.69
Bangkok,2025-03-19,30.2,32.1,50,overcast clouds,2.81
Bangkok,2025-03-20,28.4,30.1,49,overcast clouds,1.61
Bangkok,2025-03-21,28.5,29.4,45,overcast clouds,1.89
Bangkok,2025-03-22,30.2,32.1,46,overcast clouds,1.47
Bangkok,2025-03-23,31.3,34.1,49,overcast clouds,1.22
Bangkok,2025-03-24,31.2,35.4,58,light drizzle,1.56
Bangkok,2025-03-25,31.1,36.2,68,partly cloudy,2.17
Bangkok,2025-03-26,30.9,36.3,71,moderate rain,2.69
Bangkok,2025-03-27,31.1,36.2,68,light drizzle,2.39
Bangkok,2025-03-28,31.8,35.3,56,light drizzle,2.19
Bangkok,2025-03-29,31.5,36.0,62,light drizzle,2.17
Bangkok,2025-03-30,30.0,35.1,73,moderate rain,2.42
Bangkok,2025-03-31,27.0,32.8,86,heavy rain,1.28
Bangkok,2025-04-01,28.4,34.8,82,moderate drizzle,1.0
Bangkok,2025-04-02,28.6,33.8,77,moderate drizzle,1.5
Bangkok,2025-04-03,29.5,34.9,74,light rain,1.67
Bangkok,2025-04-04,29.8,34.8,71,light drizzle,2.03
Bangkok,2025-04-05,30.2,35.1,70,light drizzle,2.58
Bangkok,2025-04-06,30.8,35.6,67,overcast clouds,2.42
Bangkok,2025-04-07,29.4,34.8,74,moderate drizzle,2.14
Bangkok,2025-04-08,29.4,35.7,79,dense drizzle,1.53
Bangkok,2025-04-09,29.9,35.7,74,light drizzle,1.97
Bangkok,2025-04-10,28.0,33.7,83,moderate rain,1.75
Bangkok,2025-04-11,29.1,35.2,79,moderate rain,1.64
Bangkok,2025-04-12,30.1,35.1,68,overcast clouds,1.94
Bangkok,2025-04-13,31.6,37.1,65,moderate drizzle,1.47
Bangkok,2025-04-14,28.3,33.6,79,moderate rain,1.97
Bangkok,2025-04-15,29.2,34.7,75,moderate rain,1.47
Bangkok,2025-04-16,28.0,34.4,86,moderate rain,1.14
Bangkok,2025-04-17,29.5,35.9,78,moderate rain,1.22
Bangkok,2025-04-18,29.6,35.3,74,moderate rain,1.44
Bangkok,2025-04-19,30.1,36.0,74,moderate rain,1.53
Bangkok,2025-04-20,31.6,36.7,65,light drizzle,2.47
Bangkok,2025-04-21,32.1,36.7,60,overcast clouds,2.36
Bangkok,2025-04-22,31.9,36.6,62,overcast clouds,2.61
Bangkok,2025-04-23,31.9,36.7,62,moderate drizzle,2.19
Bangkok,2025-04-24,31.9,36.7,64,overcast clouds,2.97
Bangkok,2025-04-25,32.7,37.7,61,light drizzle,2.08
Bangkok,2025-04-26,31.3,36.5,68,light rain,2.75
Bangkok,2025-04-27,29.7,35.4,76,heavy rain,2.03
Bangkok,2025-04-28,30.3,35.6,69,light drizzle,1.47
Bangkok,2025-04-29,30.1,34.9,68,light rain,1.33
Bangkok,2025-04-30,31.7,36.8,62,moderate rain,1.56
Bangkok,2025-05-01,29.2,35.6,79,heavy rain,1.25
Bangkok,2025-05-02,29.4,36.0,79,moderate rain,1.11
Bangkok,2025-05-03,28.2,34.6,85,light drizzle,1.14
Bangkok,2025-05-04,29.2,35.9,80,moderate drizzle,1.0
Bangkok,2025-05-05,29.8,35.9,76,light drizzle,1.61
Bangkok,2025-05-06,29.1,35.7,82,moderate rain,1.5
Bangkok,2025-05-07,29.1,35.3,81,dense drizzle,1.75
Bangkok,2025-05-08,30.3,36.9,76,light rain,1.42
Bangkok,2025-05-09,31.0,37.9,74,moderate rain,1.03
Bangkok,2025-05-10,29.4,35.7,79,heavy rain,1.14
Bangkok,2025-05-11,27.6,33.7,86,light rain,1.14
Bangkok,2025-05-12,27.3,33.2,85,light rain,1.33
Bangkok,2025-05-13,27.2,32.9,86,light rain,1.56
Bangkok,2025-05-14,27.3,32.8,87,moderate rain,2.17
Bangkok,2025-05-15,27.4,33.6,87,light rain,1.64
Bangkok,2025-05-16,27.8,34.7,88,heavy rain,0.94
Bangkok,2025-05-17,28.0,34.9,88,heavy rain,0.97
Bangkok,2025-05-18,29.0,35.8,83,overcast clouds,0.97
Bangkok,2025-05-19,28.9,35.7,84,light drizzle,1.53
Bangkok,2025-05-20,29.5,35.9,79,moderate drizzle,1.22
Bangkok,2025-05-21,29.0,35.7,83,moderate rain,1.17
Bangkok,2025-05-22,29.2,36.0,82,light rain,1.33
Bangkok,2025-05-23,29.8,35.7,75,light rain,1.78
Bangkok,2025-05-24,28.6,34.8,82,light rain,1.33
Bangkok,2025-05-25,27.6,33.3,86,moderate rain,2.22
Bangkok,2025-05-26,27.2,32.7,88,moderate rain,2.28
Bangkok,2025-05-27,27.7,33.6,86,moderate drizzle,1.78
Bangkok,2025-05-28,28.9,35.4,82,dense drizzle,1.31
Bangkok,2025-05-29,28.8,35.5,85,light rain,1.39
Bangkok,2025-05-30,28.5,34.9,85,moderate rain,1.83
Bangkok,2025-05-31,28.0,34.0,86,moderate rain,2.14
Bangkok,2025-06-01,28.4,34.1,82,heavy rain,2.19
Bangkok,2025-06-02,28.7,34.6,81,moderate rain,2.14
Bangkok,2025-06-03,28.2,34.0,83,moderate drizzle,1.67
Bangkok,2025-06-04,29.0,34.9,78,moderate rain,1.67
Bangkok,2025-06-05,29.3,35.2,77,light rain,1.72
Bangkok,2025-06-06,29.7,35.6,76,light drizzle,1.78
Bangkok,2025-06-07,29.5,35.7,78,moderate rain,1.64
Bangkok,2025-06-08,29.3,35.4,78,light drizzle,1.72
Bangkok,2025-06-09,29.1,35.3,79,moderate drizzle,1.33
Bangkok,2025-06-10,29.1,34.8,77,light drizzle,1.75
Bangkok,2025-06-11,28.9,33.8,74,light drizzle,2.0
Bangkok,2025-06-12,28.3,34.1,81,moderate rain,1.81
Bangkok,2025-06-13,27.4,32.9,85,dense drizzle,1.97
Bangkok,2025-06-14,27.8,33.3,85,moderate rain,2.31
Bangkok,2025-06-15,28.1,33.5,82,light drizzle,2.11
Bangkok,2025-06-16,28.6,34.3,79,dense drizzle,1.53
Antalya,2020-01-01,8.9,4.8,58,clear sky,3.86
Antalya,2020-01-02,9.4,5.8,57,light drizzle,3.11
Antalya,2020-01-03,9.9,6.6,58,light drizzle,2.81
Antalya,2020-01-04,9.4,5.0,51,partly cloudy,4.22
Antalya,2020-01-05,9.1,5.4,52,light drizzle,2.97
Antalya,2020-01-06,12.1,9.4,88,moderate rain,5.42
Antalya,2020-01-07,10.0,8.4,91,moderate rain,2.39
Antalya,2020-01-08,10.9,6.3,56,overcast clouds,5.31
Antalya,2020-01-09,10.0,4.8,46,overcast clouds,5.67
Antalya,2020-01-10,8.3,2.8,42,clear sky,5.44
Antalya,2020-01-11,7.3,4.1,56,overcast clouds,1.86
Antalya,2020-01-12,10.2,7.4,61,overcast clouds,2.22
Antalya,2020-01-13,10.5,7.3,58,clear sky,2.94
Antalya,2020-01-14,10.1,8.0,76,light drizzle,2.31
Antalya,2020-01-15,10.7,8.5,72,overcast clouds,2.17
Antalya,2020-01-16,10.7,7.6,57,overcast clouds,2.81
Antalya,2020-01-17,10.2,6.9,56,overcast clouds,2.69
Antalya,2020-01-18,9.4,5.2,51,mainly clear,3.81
Antalya,2020-01-19,7.8,2.8,42,overcast clouds,4.47
Antalya,2020-01-20,7.9,1.9,39,partly cloudy,5.92
Antalya,2020-01-21,8.3,1.7,40,clear sky,7.31
Antalya,2020-01-22,9.0,3.3,37,clear sky,5.5
Antalya,2020-01-23,8.1,4.0,47,overcast clouds,2.94
Antalya,2020-01-24,7.4,0.9,35,clear sky,6.75
Antalya,2020-01-25,7.2,3.4,50,clear sky,2.53
Antalya,2020-01-26,7.5,4.7,68,overcast clouds,1.97
Antalya,2020-01-27,9.0,6.8,72,light drizzle,1.53
Antalya,2020-01-28,10.6,9.2,88,moderate drizzle,2.0
Antalya,2020-01-29,9.4,7.2,76,overcast clouds,2.0
Antalya,2020-01-30,11.9,10.4,81,light drizzle,2.28
Antalya,2020-01-31,9.3,3.8,42,clear sky,5.47
Antalya,2020-02-01,9.0,5.3,51,mainly clear,2.81
Antalya,2020-02-02,10.1,7.9,73,light drizzle,2.19
Antalya,2020-02-03,11.8,10.9,89,moderate drizzle,1.64
Antalya,2020-02-04,12.7,12.0,86,light drizzle,1.64
Antalya,2020-02-05,14.2,11.1,86,moderate drizzle,7.11
Antalya,2020-02-06,12.7,8.8,76,light rain,6.81
Antalya,2020-02-07,8.5,4.8,72,light rain,4.17
Antalya,2020-02-08,5.5,-1.1,36,clear sky,6.69
Antalya,2020-02-09,3.7,-2.8,35,clear sky,6.17
Antalya,2020-02-10,6.2,1.3,42,clear sky,3.89
Antalya,2020-02-11,6.8,4.3,74,light drizzle,1.64
Antalya,2020-02-12,9.6,8.0,90,dense drizzle,2.19
Antalya,2020-02-13,12.4,11.2,90,light rain,2.61
Antalya,2020-02-14,11.0,9.7,87,moderate rain,2.0
Antalya,2020-02-15,10.8,9.1,80,moderate drizzle,1.92
Antalya,2020-02-16,12.9,9.3,57,light drizzle,4.28
Antalya,2020-02-17,12.3,8.5,48,clear sky,3.75
Antalya,2020-02-18,10.1,7.0,57,clear sky,2.44
Antalya,2020-02-19,11.0,7.8,59,clear sky,3.03
Antalya,2020-02-20,10.3,8.2,70,light drizzle,2.0
Antalya,2020-02-21,11.0,9.9,89,moderate rain,1.83
Antalya,2020-02-22,10.9,7.8,63,moderate drizzle,3.19
Antalya,2020-02-23,10.0,7.5,73,light rain,2.61
Antalya,2020-02-24,10.5,7.7,63,mainly clear,2.58
Antalya,2020-02-25,12.5,8.5,48,clear sky,4.33
Antalya,2020-02-26,10.9,8.5,61,light drizzle,2.0
Antalya,2020-02-27,13.2,11.6,90,light rain,4.14
Antalya,2020-02-28,14.3,12.8,86,moderate rain,4.11
Antalya,2020-02-29,11.2,7.9,72,moderate drizzle,4.53
Antalya,2020-03-01,12.8,8.7,51,overcast clouds,4.83
Antalya,2020-03-02,10.2,7.9,67,partly cloudy,1.94
Antalya,2020-03-03,10.7,9.0,73,partly cloudy,1.58
Antalya,2020-03-04,11.9,10.2,73,overcast clouds,2.03
Antalya,2020-03-05,13.2,11.5,77,moderate rain,2.89
Antalya,2020-03-06,13.2,11.9,75,moderate drizzle,2.08
Antalya,2020-03-07,12.5,10.9,71,partly cloudy,1.83
Antalya,2020-03-08,12.7,11.1,66,overcast clouds,1.44
Antalya,2020-03-09,13.5,11.2,64,moderate rain,2.94
Antalya,2020-03-10,13.5,12.0,76,moderate drizzle,2.75
Antalya,2020-03-11,13.4,12.1,71,light drizzle,1.67
Antalya,2020-03-12,15.9,13.2,50,overcast clouds,2.83
Antalya,2020-03-13,17.8,16.3,58,overcast clouds,2.69
Antalya,2020-03-14,15.6,15.6,83,overcast clouds,1.81
Antalya,2020-03-15,14.9,15.0,90,light drizzle,1.72
Antalya,2020-03-16,13.8,12.8,80,moderate rain,2.44
Antalya,2020-03-17,9.4,2.5,37,light drizzle,8.31
Antalya,2020-03-18,9.9,2.9,29,mainly clear,7.94
Antalya,2020-03-19,9.3,3.8,39,light drizzle,5.78
Antalya,2020-03-20,10.7,5.7,43,mainly clear,5.33
Antalya,2020-03-21,11.5,8.3,53,clear sky,3.22
Antalya,2020-03-22,10.8,9.0,72,overcast clouds,1.94
Antalya,2020-03-23,13.1,11.9,73,dense drizzle,1.67
Antalya,2020-03-24,13.1,12.0,74,partly cloudy,1.67
Antalya,2020-03-25,14.6,13.2,69,overcast clouds,2.56
Antalya,2020-03-26,14.7,13.4,68,overcast clouds,1.72
Antalya,2020-03-27,15.5,14.2,68,light drizzle,2.22
Antalya,2020-03-28,13.4,12.9,84,light rain,1.44
Antalya,2020-03-29,11.7,10.2,74,light drizzle,1.58
Antalya,2020-03-30,12.8,10.6,65,overcast clouds,2.64
Antalya,2020-03-31,13.7,12.3,71,light rain,2.28
Antalya,2020-04-01,15.7,14.3,69,moderate drizzle,2.86
Antalya,2020-04-02,13.9,13.0,81,moderate rain,2.08
Antalya,2020-04-03,14.2,11.8,63,overcast clouds,3.72
Antalya,2020-04-04,13.6,12.1,68,overcast clouds,1.67
Antalya,2020-04-05,16.8,14.8,64,moderate drizzle,3.83
Antalya,2020-04-06,15.6,15.8,88,moderate rain,2.03
Antalya,2020-04-07,14.5,13.7,73,light drizzle,1.61
Antalya,2020-04-08,14.9,13.9,71,light rain,2.06
Antalya,2020-04-09,13.7,13.5,84,light rain,1.22
Antalya,2020-04-10,15.0,13.9,71,light drizzle,2.17
Antalya,2020-04-11,16.6,14.3,51,clear sky,2.81
Antalya,2020-04-12,16.5,14.1,49,mainly clear,2.94
Antalya,2020-04-13,15.7,14.5,62,clear sky,2.06
Antalya,2020-04-14,15.0,14.2,72,partly cloudy,1.97
Antalya,2020-04-15,14.5,13.5,75,moderate drizzle,2.06
Antalya,2020-04-16,17.5,16.0,60,partly cloudy,2.75
Antalya,2020-04-17,18.2,16.2,49,clear sky,3.08
Antalya,2020-04-18,17.2,16.2,62,overcast clouds,2.14
Antalya,2020-04-19,16.3,15.5,66,overcast clouds,2.08
Antalya,2020-04-20,16.3,16.2,72,overcast clouds,1.47
Antalya,2020-04-21,16.9,17.2,78,overcast clouds,1.58
Antalya,2020-04-22,17.8,18.0,72,overcast clouds,1.39
Antalya,2020-04-23,19.1,17.7,58,dense drizzle,3.22
Antalya,2020-04-24,14.5,13.7,76,moderate drizzle,1.86
Antalya,2020-04-25,15.7,14.0,59,partly cloudy,2.5
Antalya,2020-04-26,16.2,14.9,61,overcast clouds,2.33
Antalya,2020-04-27,15.8,15.1,73,light drizzle,2.11
Antalya,2020-04-28,16.0,15.2,68,clear sky,2.22
Antalya,2020-04-29,17.5,16.9,66,overcast clouds,2.14
Antalya,2020-04-30,16.4,16.2,78,moderate rain,1.94
Antalya,2020-05-01,17.0,17.2,79,light drizzle,2.0
Antalya,2020-05-02,16.9,17.0,77,light drizzle,1.81
Antalya,2020-05-03,16.8,16.5,85,moderate rain,3.42
Antalya,2020-05-04,15.4,15.6,87,light rain,1.69
Antalya,2020-05-05,17.4,17.2,70,light rain,1.86
Antalya,2020-05-06,19.0,17.9,59,overcast clouds,3.25
Antalya,2020-05-07,17.2,17.7,82,light rain,1.61
Antalya,2020-05-08,16.9,17.5,87,moderate rain,1.75
Antalya,2020-05-09,20.2,17.7,44,clear sky,4.11
Antalya,2020-05-10,19.0,17.9,56,clear sky,2.97
Antalya,2020-05-11,17.9,18.1,72,overcast clouds,1.97
Antalya,2020-05-12,18.3,18.2,65,clear sky,2.0
Antalya,2020-05-13,18.9,19.6,73,mainly clear,1.75
Antalya,2020-05-14,21.2,22.6,69,clear sky,1.61
Antalya,2020-05-15,25.8,26.5,55,clear sky,2.72
Antalya,2020-05-16,28.7,29.7,48,clear sky,2.53
Antalya,2020-05-17,30.2,29.6,36,mainly clear,3.42
Antalya,2020-05-18,29.6,30.1,43,overcast clouds,2.58
Antalya,2020-05-19,30.0,29.9,38,mainly clear,2.67
Antalya,2020-05-20,27.6,28.3,47,overcast clouds,2.56
Antalya,2020-05-21,24.5,25.7,61,overcast clouds,2.22
Antalya,2020-05-22,22.5,23.3,68,light rain,3.19
Antalya,2020-05-23,19.9,14.9,30,overcast clouds,6.72
Antalya,2020-05-24,19.8,15.2,33,clear sky,6.25
Antalya,2020-05-25,22.1,19.6,37,clear sky,3.89
Antalya,2020-05-26,19.8,19.9,65,partly cloudy,2.11
Antalya,2020-05-27,18.8,18.9,70,light drizzle,2.25
Antalya,2020-05-28,18.4,18.1,71,moderate drizzle,2.72
Antalya,2020-05-29,17.8,16.9,67,moderate rain,3.06
Antalya,2020-05-30,18.3,18.0,66,mainly clear,2.33
Antalya,2020-05-31,18.0,17.8,72,overcast clouds,2.19
Antalya,2020-06-01,17.4,17.0,69,dense drizzle,1.78
Antalya,2020-06-02,19.3,18.7,65,light drizzle,2.78
Antalya,2020-06-03,19.2,19.6,72,overcast clouds,2.14
Antalya,2020-06-04,19.5,20.3,74,light drizzle,2.06
Antalya,2020-06-05,19.7,20.3,70,partly cloudy,2.08
Antalya,2020-06-06,22.7,22.0,50,overcast clouds,2.14
Antalya,2020-06-07,22.5,21.0,38,clear sky,2.06
Antalya,2020-06-08,22.3,21.5,46,clear sky,2.22
Antalya,2020-06-09,21.3,21.6,58,overcast clouds,1.86
Antalya,2020-06-10,21.5,23.0,69,mainly clear,1.56
Antalya,2020-06-11,21.6,23.4,75,partly cloudy,1.75
Antalya,2020-06-12,21.8,22.9,68,light drizzle,2.08
Antalya,2020-06-13,22.6,23.0,60,mainly clear,2.19
Antalya,2020-06-14,21.5,22.9,69,moderate rain,1.67
Antalya,2020-06-15,22.6,24.0,69,partly cloudy,2.14
Antalya,2020-06-16,23.2,24.9,68,partly cloudy,1.83
Antalya,2020-06-17,22.9,25.0,73,mainly clear,2.0
Antalya,2020-06-18,24.1,25.1,60,partly cloudy,2.11
Antalya,2020-06-19,28.4,26.3,35,overcast clouds,4.97
Antalya,2020-06-20,28.4,27.6,38,mainly clear,3.64
Antalya,2020-06-21,25.0,26.1,57,mainly clear,2.31
Antalya,2020-06-22,23.7,24.7,63,mainly clear,2.72
Antalya,2020-06-23,22.6,25.1,81,dense drizzle,2.08
Antalya,2020-06-24,23.5,25.7,73,moderate drizzle,2.14
Antalya,2020-06-25,26.3,27.6,57,mainly clear,2.64
Antalya,2020-06-26,29.0,30.3,50,mainly clear,2.39
Antalya,2020-06-27,30.4,30.6,40,clear sky,3.25
Antalya,2020-06-28,30.9,30.9,37,clear sky,2.89
Antalya,2020-06-29,30.1,30.5,41,clear sky,2.83
Antalya,2020-06-30,27.2,29.9,62,mainly clear,2.08
Antalya,2020-07-01,30.9,30.4,37,clear sky,3.17
Antalya,2020-07-02,31.1,31.1,36,clear sky,2.83
Antalya,2020-07-03,29.6,31.1,50,clear sky,2.61
Antalya,2020-07-04,28.8,30.8,53,clear sky,2.39
Antalya,2020-07-05,30.0,32.0,51,clear sky,2.58
Antalya,2020-07-06,29.0,32.0,60,clear sky,2.39
Antalya,2020-07-07,26.8,31.1,78,mainly clear,2.31
Antalya,2020-07-08,26.4,29.2,66,mainly clear,2.22
Antalya,2020-07-09,29.5,31.5,52,mainly clear,2.44
Antalya,2020-07-10,31.6,31.8,39,clear sky,3.14
Antalya,2020-07-11,31.6,31.9,38,clear sky,2.97
Antalya,2020-07-12,30.6,31.9,45,clear sky,2.56
Antalya,2020-07-13,29.9,31.9,54,mainly clear,2.81
Antalya,2020-07-14,29.3,31.8,57,mainly clear,2.75
Antalya,2020-07-15,29.3,32.2,58,mainly clear,2.39
Antalya,2020-07-16,28.0,30.8,62,clear sky,2.42
Antalya,2020-07-17,27.0,29.3,58,clear sky,2.28
Antalya,2020-07-18,26.9,30.5,69,mainly clear,2.06
Antalya,2020-07-19,27.0,31.1,73,clear sky,1.97
Antalya,2020-07-20,27.6,31.1,67,clear sky,1.97
Antalya,2020-07-21,31.8,33.2,46,clear sky,3.03
Antalya,2020-07-22,33.1,32.3,30,clear sky,3.47
Antalya,2020-07-23,32.8,31.5,26,clear sky,3.44
Antalya,2020-07-24,31.9,31.2,31,clear sky,3.19
Antalya,2020-07-25,30.5,30.9,39,clear sky,2.75
Antalya,2020-07-26,27.8,30.8,63,clear sky,2.28
Antalya,2020-07-27,28.5,31.7,61,mainly clear,2.28
Antalya,2020-07-28,28.7,32.3,64,clear sky,1.97
Antalya,2020-07-29,30.2,33.0,55,clear sky,1.97
Antalya,2020-07-30,32.8,34.4,43,clear sky,2.42
Antalya,2020-07-31,32.8,33.3,36,clear sky,2.83
Antalya,2020-08-01,30.3,33.2,54,clear sky,2.08
Antalya,2020-08-02,29.6,33.6,66,mainly clear,2.06
Antalya,2020-08-03,30.4,33.6,59,light rain,2.25
Antalya,2020-08-04,31.3,32.8,46,clear sky,2.5
Antalya,2020-08-05,32.4,32.3,35,clear sky,2.89
Antalya,2020-08-06,32.3,32.8,38,clear sky,2.69
Antalya,2020-08-07,30.6,32.5,48,mainly clear,2.53
Antalya,2020-08-08,28.7,32.8,66,partly cloudy,1.86
Antalya,2020-08-09,28.0,32.1,71,moderate rain,1.92
Antalya,2020-08-10,27.5,31.8,73,moderate drizzle,1.67
Antalya,2020-08-11,29.4,31.7,57,mainly clear,2.44
Antalya,2020-08-12,29.6,32.1,56,mainly clear,2.25
Antalya,2020-08-13,31.2,32.2,44,mainly clear,2.42
Antalya,2020-08-14,32.1,31.3,31,clear sky,2.97
Antalya,2020-08-15,32.0,30.1,24,clear sky,3.14
Antalya,2020-08-16,30.8,29.0,26,clear sky,3.19
Antalya,2020-08-17,30.1,29.4,33,clear sky,2.94
Antalya,2020-08-18,29.3,29.6,41,clear sky,2.64
Antalya,2020-08-19,28.0,29.8,54,clear sky,2.36
Antalya,2020-08-20,27.4,31.1,68,mainly clear,1.83
Antalya,2020-08-21,31.2,28.9,30,clear sky,4.72
Antalya,2020-08-22,32.1,29.5,23,clear sky,4.64
Antalya,2020-08-23,30.7,29.7,31,clear sky,3.53
Antalya,2020-08-24,29.2,29.0,38,clear sky,2.58
Antalya,2020-08-25,28.4,28.8,44,clear sky,2.69
Antalya,2020-08-26,27.1,29.6,60,overcast clouds,1.86
Antalya,2020-08-27,28.8,30.2,52,mainly clear,2.94
Antalya,2020-08-28,28.8,30.7,55,clear sky,2.61
Antalya,2020-08-29,29.9,31.1,49,clear sky,2.64
Antalya,2020-08-30,30.5,30.1,36,clear sky,2.78
Antalya,2020-08-31,29.5,30.3,42,clear sky,2.28
Antalya,2020-09-01,28.2,29.4,48,clear sky,2.17
Antalya,2020-09-02,27.1,29.4,58,clear sky,1.86
Antalya,2020-09-03,30.6,29.9,34,clear sky,2.58
Antalya,2020-09-04,30.8,30.0,32,clear sky,3.0
Antalya,2020-09-05,29.7,30.2,46,clear sky,3.53
Antalya,2020-09-06,29.2,29.9,47,clear sky,3.17
