time,weather_code (wmo code),temperature_2m_mean (°C),apparent_temperature_mean (°C),relative_humidity_2m_mean (%),wind_speed_10m_mean (km/h)
2020-09-01,63,27.4,33.1,85,4.7
2020-09-02,63,28.0,33.8,84,6.9
2020-09-03,51,28.8,34.8,80,6.9
2020-09-04,63,28.5,34.9,83,5.6
2020-09-05,55,28.4,34.5,84,7.3
2020-09-06,63,28.6,34.4,83,8.9
2020-09-07,63,28.4,34.1,82,7.9
2020-09-08,53,28.8,34.7,81,7.3
2020-09-09,51,28.6,34.8,83,7.1
2020-09-10,61,28.8,34.8,80,5.9
2020-09-11,53,28.8,34.4,80,9.2
2020-09-12,53,28.7,34.3,80,8.2
2020-09-13,63,28.0,33.4,84,8.4
2020-09-14,61,28.4,33.7,81,8.7
2020-09-15,55,28.0,33.5,82,6.4
2020-09-16,63,28.2,34.2,83,5.7
2020-09-17,63,28.6,33.6,79,10.1
2020-09-18,61,27.2,31.6,83,12.3
2020-09-19,63,27.0,31.2,87,15.8
2020-09-20,61,26.9,31.5,88,13.4
2020-09-21,51,28.1,33.8,83,7.0
2020-09-22,53,28.3,34.6,84,5.3
2020-09-23,63,27.7,33.9,87,5.3
2020-09-24,61,27.2,32.5,84,7.2
2020-09-25,51,28.2,33.4,79,8.8
2020-09-26,61,28.6,33.7,78,9.6
2020-09-27,63,28.6,33.5,77,10.5
2020-09-28,63,26.5,31.9,89,6.1
2020-09-29,55,27.1,32.2,85,8.5
2020-09-30,63,27.8,32.6,81,9.0
2020-10-01,63,27.7,33.0,82,8.1
2020-10-02,63,27.9,33.8,84,6.4
2020-10-03,61,26.8,32.3,87,5.8
2020-10-04,61,27.3,33.3,88,5.5
2020-10-05,63,27.8,34.0,85,4.6
2020-10-06,63,27.2,33.0,86,5.3
2020-10-07,61,27.1,31.9,85,11.2
2020-10-08,65,25.1,28.1,87,16.3
2020-10-09,65,24.8,28.9,90,9.7
2020-10-10,65,24.2,27.8,90,10.4
2020-10-11,65,24.8,29.5,91,6.8
2020-10-12,51,26.1,31.1,85,4.4
2020-10-13,63,24.4,28.7,90,7.1
2020-10-14,61,26.3,31.2,85,7.6
2020-10-15,63,27.5,32.9,84,7.9
2020-10-16,63,26.0,31.3,90,5.8
2020-10-17,63,24.5,28.3,91,11.7
2020-10-18,61,23.5,26.8,88,9.0
2020-10-19,51,24.6,28.5,85,6.2
2020-10-20,51,24.9,28.5,83,8.7
2020-10-21,53,25.3,28.7,82,9.6
2020-10-22,3,26.3,30.1,78,8.0
2020-10-23,3,26.9,31.2,75,5.7
2020-10-24,3,26.6,30.2,72,6.4
2020-10-25,3,26.0,29.3,70,5.6
2020-10-26,51,26.9,31.0,72,4.6
2020-10-27,51,25.7,29.7,80,6.6
2020-10-28,3,26.9,31.3,82,9.3
2020-10-29,61,25.9,30.3,85,8.0
2020-10-30,63,26.1,31.0,87,7.5
