time,weather_code (wmo code),temperature_2m_mean (°C),apparent_temperature_mean (°C),relative_humidity_2m_mean (%),wind_speed_10m_mean (km/h),city
2022-12-06,3,2.9,0.3,93,5.3,Paris
2022-12-07,3,1.8,-0.9,96,5.6,Paris
2022-12-08,3,2.5,0.0,93,3.5,Paris
2022-12-09,3,1.5,-1.9,91,8.7,Paris
2022-12-10,3,1.2,-2.1,90,7.7,Paris
2022-12-11,3,-1.7,-5.8,88,9.9,Paris
2022-12-12,71,-2.1,-6.1,86,9.1,Paris
2022-12-13,3,-1.7,-6.1,68,9.6,Paris
2022-12-14,73,-0.8,-4.7,80,8.1,Paris
2022-12-15,3,-1.6,-6.2,76,11.9,Paris
2022-12-16,1,-1.5,-5.4,89,9.6,Paris
2022-12-17,3,-2.3,-6.0,90,7.2,Paris
2022-12-18,53,-1.0,-5.6,83,13.7,Paris
2022-12-19,63,7.8,3.4,85,22.1,Paris
2022-12-20,63,11.4,8.1,84,20.8,Paris
2022-12-21,63,10.3,7.6,94,17.5,Paris
2022-12-22,61,12.4,8.7,87,25.9,Paris
2022-12-23,61,13.1,10.4,89,21.4,Paris
2022-12-24,53,10.9,8.6,90,14.5,Paris
2022-12-25,55,11.3,9.1,92,15.2,Paris
2022-12-26,51,9.7,6.7,88,17.2,Paris
2022-12-27,3,5.9,2.5,90,13.9,Paris
2022-12-28,61,10.1,5.7,85,26.3,Paris
2022-12-29,51,10.1,5.9,83,23.8,Paris
2022-12-30,61,9.9,5.8,90,25.6,Paris
2022-12-31,3,15.3,11.0,71,30.0,Paris
2023-01-01,53,13.5,10.1,71,20.4,Paris
2023-01-02,63,10.8,8.2,87,15.4,Paris
2023-01-03,53,7.7,4.3,91,16.9,Paris
2023-01-04,53,11.7,7.8,89,26.5,Paris
2023-01-05,51,12.7,10.3,86,17.0,Paris
2023-01-06,3,11.3,8.3,84,18.2,Paris
2023-01-07,53,9.2,5.2,84,21.6,Paris
2023-01-08,61,9.4,5.4,86,22.2,Paris
2023-01-09,51,7.0,1.9,78,24.9,Paris
2023-01-10,53,7.0,2.8,87,20.8,Paris
2023-01-11,63,10.9,7.1,83,22.7,Paris
2023-01-12,51,11.0,6.1,77,28.7,Paris
2023-01-13,55,9.5,5.1,79,23.3,Paris
2023-01-14,63,10.6,6.4,88,26.2,Paris
2023-01-15,55,7.2,1.9,77,25.6,Paris
2023-01-16,63,5.3,-0.5,86,28.3,Paris
2023-01-17,53,1.6,-1.8,93,9.1,Paris
2023-01-18,71,1.3,-2.7,83,12.1,Paris
2023-01-19,75,0.9,-2.5,91,8.4,Paris
2023-01-20,51,1.7,-2.3,87,12.1,Paris
2023-01-21,51,1.2,-3.7,84,17.4,Paris
2023-01-22,3,0.4,-4.5,79,16.4,Paris
2023-01-23,3,1.7,-3.0,81,15.8,Paris
2023-01-24,3,1.3,-3.0,86,14.4,Paris
2023-01-25,3,1.5,-2.3,85,10.1,Paris
2023-01-26,51,2.1,-1.2,89,8.6,Paris
2023-01-27,51,4.0,-0.4,87,17.7,Paris
2023-01-28,3,2.4,-2.0,79,15.4,Paris
2023-01-29,3,1.6,-1.8,80,6.6,Paris
2023-01-30,3,5.5,1.7,85,15.2,Paris
2023-01-31,3,4.2,0.7,88,11.8,Paris
2023-02-01,3,7.7,3.5,76,18.0,Paris
2023-02-02,3,7.4,3.7,80,16.0,Paris
2023-02-03,3,8.4,5.0,80,15.3,Paris
2023-02-04,51,8.9,6.5,87,10.9,Paris
2023-02-05,51,6.8,3.0,79,15.3,Paris
2023-02-06,1,3.3,-0.8,83,13.6,Paris
2023-02-07,2,1.9,-2.1,81,11.7,Paris
2023-02-08,3,-0.2,-4.0,77,7.8,Paris
2023-02-09,3,0.3,-3.0,76,5.0,Paris
2023-02-10,3,4.8,2.0,85,7.2,Paris
2023-02-11,3,4.8,2.7,92,3.9,Paris
2023-02-12,3,7.3,4.8,86,9.1,Paris
2023-02-13,3,4.3,1.6,90,7.1,Paris
2023-02-14,3,4.0,1.5,91,5.3,Paris
2023-02-15,3,5.0,2.0,84,8.7,Paris
2023-02-16,53,7.7,4.5,83,13.5,Paris
2023-02-17,51,12.1,9.7,87,16.5,Paris
2023-02-18,51,10.9,7.8,78,16.1,Paris
2023-02-19,3,9.9,6.9,79,14.2,Paris
2023-02-20,3,5.9,3.5,90,7.0,Paris
2023-02-21,3,6.5,4.4,89,5.1,Paris
2023-02-22,63,8.5,6.3,92,10.0,Paris
2023-02-23,51,7.6,5.1,88,10.1,Paris
2023-02-24,3,6.7,3.4,82,13.1,Paris
2023-02-25,3,5.4,1.2,75,15.2,Paris
2023-02-26,3,2.2,-4.0,58,23.0,Paris
2023-02-27,0,2.1,-4.1,56,22.9,Paris
2023-02-28,3,1.5,-3.5,63,15.4,Paris
2023-03-01,3,1.8,-3.0,66,14.9,Paris
2023-03-02,2,2.8,-1.1,75,10.3,Paris
2023-03-03,2,3.5,-0.3,80,12.2,Paris
2023-03-04,3,3.0,-0.8,80,10.9,Paris
2023-03-05,51,5.0,2.4,81,5.4,Paris
2023-03-06,51,4.9,1.0,74,12.9,Paris
2023-03-07,51,6.0,1.4,70,17.3,Paris
2023-03-08,61,9.9,5.7,86,24.9,Paris
2023-03-09,63,11.4,7.2,81,25.4,Paris
2023-03-10,55,8.1,2.7,78,28.0,Paris
2023-03-11,73,4.7,1.6,82,9.1,Paris
2023-03-12,61,10.7,7.3,81,18.3,Paris
2023-03-13,55,13.2,9.3,82,27.4,Paris
2023-03-14,61,8.6,3.8,77,24.5,Paris
2023-03-15,51,6.4,3.2,75,9.1,Paris
2023-03-16,3,9.9,6.3,65,14.6,Paris
2023-03-17,63,11.5,9.0,77,12.7,Paris
2023-03-18,61,11.3,8.7,84,16.1,Paris
2023-03-19,53,9.1,6.4,85,12.3,Paris
2023-03-20,3,8.0,5.4,78,8.4,Paris
2023-03-21,53,11.1,8.6,80,13.6,Paris
2023-03-22,61,10.8,7.2,84,21.3,Paris
2023-03-23,53,13.1,9.1,76,25.4,Paris
2023-03-24,53,12.6,8.2,74,26.4,Paris
2023-03-25,51,10.6,5.7,70,25.4,Paris
2023-03-26,55,9.5,5.2,78,22.2,Paris
2023-03-27,51,6.9,2.9,65,13.8,Paris
2023-03-28,51,7.0,3.2,66,13.2,Paris
2023-03-29,53,13.8,11.1,68,15.1,Paris
2023-03-30,53,14.0,10.5,73,22.6,Paris
2023-03-31,61,11.9,6.8,75,31.1,Paris
2023-04-01,53,10.5,6.1,78,24.9,Paris
2023-04-02,51,8.5,4.5,82,19.8,Paris
2023-04-03,3,7.7,3.7,66,15.3,Paris
2023-04-04,3,5.6,1.9,63,11.2,Paris
2023-04-05,3,6.7,4.4,70,4.5,Paris
2023-04-06,51,9.8,7.0,75,11.9,Paris
2023-04-07,51,9.2,6.5,76,10.8,Paris
2023-04-08,3,8.4,5.8,78,9.1,Paris
2023-04-09,3,9.9,7.7,75,7.7,Paris
2023-04-10,63,11.6,8.8,78,15.8,Paris
2023-04-11,55,10.4,6.8,78,18.5,Paris
2023-04-12,61,10.4,5.9,74,24.4,Paris
2023-04-13,71,8.2,4.2,74,17.7,Paris
2023-04-14,73,6.8,3.6,90,13.7,Paris
2023-04-15,63,9.1,5.8,86,16.5,Paris
2023-04-16,3,8.9,5.7,72,12.7,Paris
2023-04-17,51,8.4,5.2,80,13.6,Paris
2023-04-18,61,10.7,7.6,75,15.8,Paris
2023-04-19,3,12.4,9.9,74,14.1,Paris
2023-04-20,51,9.3,5.3,60,15.7,Paris
2023-04-21,53,7.5,5.2,76,5.2,Paris
2023-04-22,63,11.0,8.5,77,11.9,Paris
2023-04-23,61,11.4,7.9,82,20.4,Paris
2023-04-24,63,10.3,6.9,76,16.6,Paris
2023-04-25,51,8.6,5.8,78,10.9,Paris
2023-04-26,53,8.2,5.9,77,7.1,Paris
2023-04-27,53,12.7,11.4,79,8.7,Paris
2023-04-28,61,16.5,15.4,81,14.5,Paris
2023-04-29,51,12.4,10.8,82,9.4,Paris
2023-04-30,3,12.7,11.0,73,8.1,Paris
2023-05-01,61,12.5,10.5,80,12.5,Paris
2023-05-02,51,12.6,11.1,80,9.2,Paris
2023-05-03,3,13.2,11.0,71,13.2,Paris
2023-05-04,55,16.5,15.0,70,13.8,Paris
2023-05-05,61,15.0,14.0,81,11.2,Paris
2023-05-06,61,15.7,15.5,83,6.9,Paris
2023-05-07,63,15.4,15.5,90,7.6,Paris
2023-05-08,3,14.6,13.9,83,8.1,Paris
2023-05-09,61,14.1,12.9,88,12.8,Paris
2023-05-10,63,12.4,10.1,83,14.7,Paris
2023-05-11,63,12.3,11.1,82,7.7,Paris
2023-05-12,51,11.9,9.9,84,12.4,Paris
2023-05-13,63,14.6,13.5,82,12.6,Paris
2023-05-14,3,13.7,12.1,80,12.0,Paris
2023-05-15,61,11.6,9.6,88,13.4,Paris
2023-05-16,3,10.8,7.3,71,17.4,Paris
2023-05-17,51,11.5,8.7,73,14.7,Paris
2023-05-18,3,12.0,9.0,67,14.2,Paris
2023-05-19,3,13.5,10.9,65,14.2,Paris
2023-05-20,51,15.8,13.2,64,16.6,Paris
2023-05-21,3,16.8,15.2,71,15.6,Paris
2023-05-22,3,16.2,14.9,75,13.2,Paris
2023-05-23,51,14.9,12.3,74,18.2,Paris
2023-05-24,3,13.2,10.2,64,16.4,Paris
2023-05-25,3,15.3,12.8,67,17.3,Paris
2023-05-26,0,15.9,14.1,69,15.3,Paris
2023-05-27,3,17.5,16.2,64,12.8,Paris
2023-05-28,3,19.1,17.6,61,14.5,Paris
2023-05-29,3,18.2,15.9,63,20.3,Paris
2023-05-30,3,16.7,13.5,55,19.5,Paris
2023-05-31,3,18.9,16.7,59,18.2,Paris
2023-06-01,3,20.2,18.7,59,16.4,Paris
2023-06-02,0,15.3,12.7,64,17.6,Paris
2023-06-03,1,17.7,15.8,58,14.2,Paris
2023-06-04,0,19.7,17.1,47,15.9,Paris
2023-06-05,1,19.8,17.7,50,15.2,Paris
2023-06-06,3,19.3,17.6,59,14.0,Paris
2023-06-07,51,21.2,19.8,56,14.3,Paris
2023-06-08,0,21.3,20.6,58,11.9,Paris
2023-06-09,3,23.3,22.6,54,12.0,Paris
2023-06-10,51,23.0,24.0,67,8.4,Paris
2023-06-11,65,21.3,23.3,82,6.6,Paris
2023-06-12,53,21.2,22.3,77,9.4,Paris
2023-06-13,2,22.5,22.3,60,11.0,Paris
2023-06-14,1,22.1,21.4,50,8.1,Paris
2023-06-15,3,22.0,21.5,52,7.8,Paris
2023-06-16,3,22.5,22.1,49,6.1,Paris
2023-06-17,51,23.7,23.4,52,8.7,Paris
2023-06-18,55,23.4,24.5,71,11.5,Paris
2023-06-19,53,20.4,21.5,79,7.4,Paris
2023-06-20,51,21.5,22.4,81,14.0,Paris
2023-06-21,61,21.6,23.5,76,5.9,Paris
2023-06-22,63,19.8,19.8,79,15.1,Paris
2023-06-23,51,20.6,21.4,71,7.4,Paris
2023-06-24,1,22.0,22.9,65,7.1,Paris
2023-06-25,0,24.3,25.1,61,9.9,Paris
2023-06-26,3,19.8,18.1,59,15.6,Paris
2023-06-27,3,19.5,18.3,58,9.3,Paris
2023-06-28,53,20.7,20.9,63,5.6,Paris
2023-06-29,51,21.6,22.4,70,9.6,Paris
2023-06-30,51,19.9,18.1,59,14.5,Paris
2023-07-01,53,19.8,18.1,69,20.0,Paris
2023-07-02,3,19.2,16.8,56,16.5,Paris
2023-07-03,53,19.6,17.7,56,14.2,Paris
2023-07-04,61,18.0,17.0,71,12.2,Paris
2023-07-05,51,17.2,14.5,65,20.1,Paris
2023-07-06,51,19.2,18.5,61,6.3,Paris
2023-07-07,3,23.0,22.4,53,10.7,Paris
2023-07-08,51,26.5,27.1,52,10.2,Paris
2023-07-09,63,23.5,24.9,71,9.5,Paris
2023-07-10,2,23.3,23.5,59,8.4,Paris
2023-07-11,51,24.9,24.6,52,11.4,Paris
2023-07-12,63,21.3,19.9,58,14.3,Paris
2023-07-13,51,20.4,18.8,54,11.6,Paris
2023-07-14,51,22.9,21.4,52,15.1,Paris
2023-07-15,53,23.0,20.9,56,21.8,Paris
2023-07-16,3,20.4,17.2,51,21.9,Paris
2023-07-17,3,19.9,18.3,55,11.6,Paris
2023-07-18,3,21.8,21.3,54,7.2,Paris
2023-07-19,3,20.9,19.0,55,16.4,Paris
2023-07-20,3,20.1,19.5,60,7.3,Paris
2023-07-21,53,19.5,17.9,56,12.0,Paris
2023-07-22,3,19.8,17.4,51,14.3,Paris
2023-07-23,63,20.0,18.1,67,21.4,Paris
2023-07-24,63,19.5,18.8,75,16.2,Paris
2023-07-25,63,17.0,16.1,76,11.3,Paris
2023-07-26,51,17.8,16.6,66,10.4,Paris
2023-07-27,63,19.4,18.7,80,18.1,Paris
2023-07-28,61,20.2,21.2,87,12.5,Paris
2023-07-29,63,19.9,20.5,81,11.9,Paris
2023-07-30,51,18.8,17.3,68,16.2,Paris
2023-07-31,61,19.3,17.7,75,21.8,Paris
2023-08-01,53,18.7,16.9,76,22.6,Paris
2023-08-02,63,19.6,16.9,76,31.4,Paris
2023-08-03,61,17.1,15.3,81,20.7,Paris
2023-08-04,61,17.3,16.9,81,11.7,Paris
2023-08-05,61,16.0,14.2,80,18.2,Paris
2023-08-06,53,16.1,12.8,69,23.1,Paris
2023-08-07,51,16.7,15.7,73,11.2,Paris
2023-08-08,53,18.6,18.0,69,9.6,Paris
2023-08-09,3,19.5,19.6,74,9.2,Paris
2023-08-10,3,20.2,21.1,75,7.0,Paris
2023-08-11,61,21.7,23.4,78,8.5,Paris
2023-08-12,61,21.4,22.4,78,11.5,Paris
2023-08-13,3,19.5,19.3,71,10.1,Paris
2023-08-14,61,20.5,21.0,74,10.3,Paris
2023-08-15,51,20.4,21.4,78,8.4,Paris
2023-08-16,51,20.7,21.2,73,9.6,Paris
2023-08-17,53,22.1,23.6,77,9.8,Paris
2023-08-18,51,23.8,26.7,81,7.8,Paris
2023-08-19,63,23.8,25.6,74,10.5,Paris
2023-08-20,51,23.1,25.2,76,6.8,Paris
2023-08-21,3,21.7,22.7,69,7.6,Paris
2023-08-22,2,23.0,24.5,67,5.8,Paris
2023-08-23,3,24.2,25.7,66,7.8,Paris
2023-08-24,63,22.7,24.8,84,11.4,Paris
2023-08-25,65,20.4,21.4,81,10.8,Paris
2023-08-26,51,17.6,16.3,69,12.4,Paris
2023-08-27,51,16.3,15.1,76,12.6,Paris
2023-08-28,53,16.5,15.8,77,9.2,Paris
2023-08-29,51,16.1,15.6,77,8.1,Paris
2023-08-30,61,16.4,14.7,69,12.6,Paris
2023-08-31,63,15.7,14.9,82,11.6,Paris
2023-09-01,61,19.2,19.5,84,13.3,Paris
2023-09-02,53,21.3,22.5,78,8.9,Paris
2023-09-03,3,23.1,24.4,73,10.5,Paris
2023-09-04,3,22.8,23.5,70,11.8,Paris
2023-09-05,3,24.9,26.0,60,7.5,Paris
2023-09-06,3,24.6,26.7,68,6.2,Paris
2023-09-07,0,22.9,24.3,68,6.1,Paris
2023-09-08,2,25.7,26.9,58,7.0,Paris
2023-09-09,1,26.1,27.1,58,8.3,Paris
2023-09-10,3,26.5,26.7,50,9.9,Paris
2023-09-11,53,22.7,24.1,75,8.7,Paris
2023-09-12,63,18.9,20.8,93,5.9,Paris
2023-09-13,51,18.8,20.0,84,5.8,Paris
2023-09-14,51,18.8,19.9,79,3.8,Paris
2023-09-15,2,19.4,19.6,73,7.5,Paris
2023-09-16,3,19.3,20.3,80,6.3,Paris
2023-09-17,63,20.1,21.7,87,8.9,Paris
2023-09-18,63,19.0,18.8,83,15.1,Paris
2023-09-19,3,17.1,15.3,73,16.6,Paris
2023-09-20,3,20.0,18.4,72,21.3,Paris
2023-09-21,63,17.3,15.9,82,18.4,Paris
2023-09-22,63,13.4,11.0,80,16.2,Paris
2023-09-23,51,13.5,12.0,78,10.4,Paris
2023-09-24,1,13.7,12.0,75,9.6,Paris
2023-09-25,3,16.1,15.8,77,6.5,Paris
2023-09-26,3,17.7,17.8,77,7.0,Paris
2023-09-27,3,18.8,19.0,78,9.2,Paris
2023-09-28,3,19.0,19.1,75,9.4,Paris
2023-09-29,51,18.9,17.7,73,16.5,Paris
2023-09-30,3,15.3,15.2,83,5.5,Paris
2023-10-01,3,18.0,18.0,79,8.1,Paris
2023-10-02,3,19.5,19.7,75,9.6,Paris
2023-10-03,63,18.2,16.9,73,16.4,Paris
2023-10-04,3,13.9,12.9,78,6.7,Paris
2023-10-05,3,13.8,13.1,79,4.6,Paris
2023-10-06,3,14.2,13.1,76,6.3,Paris
2023-10-07,0,15.9,15.4,77,7.0,Paris
2023-10-08,3,17.5,17.2,71,6.2,Paris
2023-10-09,3,16.9,16.2,69,5.6,Paris
2023-10-10,3,18.0,17.0,65,8.7,Paris
2023-10-11,3,18.7,17.2,60,11.6,Paris
2023-10-12,63,19.2,18.7,73,12.9,Paris
2023-10-13,3,20.9,19.3,69,21.0,Paris
2023-10-14,53,14.1,11.4,74,17.2,Paris
2023-10-15,51,10.3,7.7,71,9.7,Paris
2023-10-16,3,8.4,4.8,70,14.0,Paris
2023-10-17,3,10.7,8.0,70,10.9,Paris
2023-10-18,61,15.4,13.6,85,19.4,Paris
2023-10-19,63,17.1,15.9,85,18.2,Paris
2023-10-20,63,15.0,14.7,90,9.6,Paris
2023-10-21,61,13.1,8.9,81,28.9,Paris
2023-10-22,55,13.0,10.5,81,16.2,Paris
2023-10-23,63,10.3,8.6,91,9.8,Paris
2023-10-24,53,12.7,10.9,83,12.0,Paris
2023-10-25,63,13.0,10.8,86,16.8,Paris
2023-10-26,63,13.3,11.8,89,13.7,Paris
2023-10-27,55,12.3,9.7,87,18.2,Paris
2023-10-28,63,12.5,9.0,86,24.8,Paris
2023-10-29,55,13.7,10.1,79,25.2,Paris
2023-10-30,63,11.8,10.3,91,11.7,Paris
2023-10-31,51,11.4,8.8,85,16.0,Paris
2023-11-01,55,12.4,9.1,84,21.9,Paris
2023-11-02,55,11.9,5.6,70,37.8,Paris
2023-11-03,51,8.3,4.4,82,18.9,Paris
2023-11-04,63,10.4,5.9,84,26.8,Paris
2023-11-05,53,11.5,6.8,76,27.5,Paris
2023-11-06,53,10.1,6.2,80,21.0,Paris
2023-11-07,51,9.3,5.8,82,17.2,Paris
2023-11-08,63,9.3,5.4,86,21.7,Paris
2023-11-09,61,10.4,6.7,85,21.4,Paris
2023-11-10,51,8.6,4.0,82,24.6,Paris
2023-11-11,51,7.7,4.8,87,11.9,Paris
2023-11-12,61,9.5,6.7,90,15.3,Paris
2023-11-13,61,14.5,11.8,88,24.1,Paris
2023-11-14,53,11.9,8.1,83,24.1,Paris
2023-11-15,55,10.5,7.4,85,17.5,Paris
2023-11-16,63,8.8,6.2,94,13.8,Paris
2023-11-17,55,8.2,5.3,87,12.7,Paris
2023-11-18,61,10.7,7.9,92,18.0,Paris
2023-11-19,61,13.6,10.7,83,21.9,Paris
2023-11-20,63,10.9,7.3,82,21.5,Paris
2023-11-21,51,9.8,7.5,92,12.8,Paris
2023-11-22,3,7.2,4.4,85,10.6,Paris
2023-11-23,3,10.4,8.1,86,12.3,Paris
2023-11-24,51,9.4,5.7,78,18.5,Paris
2023-11-25,3,4.4,0.4,78,14.0,Paris
2023-11-26,3,3.4,0.1,84,9.0,Paris
2023-11-27,53,6.4,2.2,87,19.8,Paris
2023-11-28,51,5.3,1.8,84,12.9,Paris
2023-11-29,3,4.1,1.1,89,9.0,Paris
2023-11-30,53,3.0,0.0,90,7.3,Paris
2023-12-01,3,2.3,-1.6,87,12.6,Paris
2023-12-02,3,-0.6,-4.6,80,9.5,Paris
2023-12-03,71,0.8,-4.3,72,16.7,Paris
2023-12-04,75,5.8,0.8,76,23.0,Paris
2023-12-05,63,7.1,2.8,89,21.6,Paris
2023-12-06,51,5.0,2.5,91,7.4,Paris
2023-12-07,61,4.3,0.4,90,14.9,Paris
2023-12-08,63,7.2,4.8,94,10.0,Paris
2023-12-09,65,9.5,5.2,90,25.9,Paris
2023-12-10,53,10.2,5.9,83,25.4,Paris
2023-12-11,3,10.8,8.1,87,16.5,Paris
2023-12-12,63,10.8,8.2,91,16.3,Paris
2023-12-13,53,8.2,5.2,90,15.0,Paris
2023-12-14,51,7.6,4.0,83,15.7,Paris
2023-12-15,53,7.5,5.4,92,7.6,Paris
2023-12-16,3,5.2,2.7,87,5.7,Paris
2023-12-17,3,3.0,0.3,96,7.2,Paris
2023-12-18,3,2.1,-1.2,93,9.1,Paris
2023-12-19,53,6.8,2.7,90,19.7,Paris
2023-12-20,51,7.9,4.3,87,17.6,Paris
2023-12-21,51,10.7,6.4,85,26.0,Paris
2023-12-22,51,10.2,5.6,79,25.6,Paris
2023-12-23,51,9.8,6.0,80,20.7,Paris
2023-12-24,51,10.2,6.1,81,22.9,Paris
2023-12-25,3,11.4,7.7,82,22.6,Paris
2023-12-26,51,10.7,7.7,84,16.5,Paris
2023-12-27,61,9.3,5.6,81,18.5,Paris
2023-12-28,51,10.4,6.7,87,22.3,Paris
2023-12-29,53,10.0,5.9,85,23.7,Paris
2023-12-30,51,9.5,6.2,89,19.2,Paris
2023-12-31,61,9.2,3.7,76,29.9,Paris
2024-01-01,55,7.8,3.2,79,22.5,Paris
2024-01-02,61,11.0,5.8,89,34.7,Paris
2024-01-03,55,10.0,5.3,84,28.0,Paris
2024-01-04,53,9.0,4.8,83,22.5,Paris
2024-01-05,3,7.1,3.5,84,16.1,Paris
2024-01-06,53,5.0,1.4,87,13.8,Paris
2024-01-07,51,3.2,-1.3,84,16.7,Paris
2024-01-08,71,-1.6,-7.3,71,18.6,Paris
2024-01-09,73,-1.9,-6.7,68,12.3,Paris
2024-01-10,3,-2.1,-6.3,74,8.7,Paris
2024-01-11,3,-1.3,-5.9,72,12.6,Paris
2024-01-12,3,1.4,-2.6,85,12.1,Paris
2024-01-13,3,-0.6,-3.8,89,5.3,Paris
2024-01-14,3,-1.5,-4.9,85,5.6,Paris
2024-01-15,71,1.3,-2.8,77,11.5,Paris
2024-01-16,3,-1.2,-4.7,77,5.3,Paris
2024-01-17,63,1.3,-2.1,94,9.3,Paris
2024-01-18,75,0.1,-4.4,88,14.5,Paris
2024-01-19,3,-1.4,-5.0,86,6.8,Paris
2024-01-20,3,-2.3,-6.2,87,7.8,Paris
2024-01-21,51,3.8,-1.5,77,23.1,Paris
2024-01-22,61,10.2,5.0,82,30.7,Paris
2024-01-23,51,9.0,5.2,86,20.9,Paris
2024-01-24,51,12.5,9.3,82,20.9,Paris
2024-01-25,53,11.1,9.5,90,10.2,Paris
2024-01-26,53,9.4,6.2,84,16.7,Paris
2024-01-27,3,2.7,-0.2,86,5.9,Paris
2024-01-28,3,4.0,0.9,88,9.1,Paris
2024-01-29,3,8.3,5.6,87,12.3,Paris
2024-01-30,3,9.9,7.8,87,9.9,Paris
2024-01-31,3,7.0,4.5,85,8.2,Paris
2024-02-01,53,9.5,7.2,90,12.2,Paris
2024-02-02,3,6.3,3.6,94,10.6,Paris
2024-02-03,3,9.6,7.0,86,13.2,Paris
2024-02-04,3,9.9,6.9,81,15.0,Paris
2024-02-05,3,8.2,4.9,83,14.7,Paris
2024-02-06,3,9.9,5.6,80,23.2,Paris
2024-02-07,55,11.3,7.5,89,25.1,Paris
2024-02-08,61,12.1,8.9,89,22.7,Paris
2024-02-09,61,11.5,7.6,81,23.6,Paris
2024-02-10,61,8.0,5.9,93,9.3,Paris
2024-02-11,53,8.3,4.5,85,19.4,Paris
2024-02-12,51,6.4,3.8,87,9.1,Paris
2024-02-13,55,6.5,3.1,85,13.5,Paris
2024-02-14,51,11.5,9.1,89,16.3,Paris
2024-02-15,63,12.4,10.5,82,12.4,Paris
2024-02-16,61,12.2,9.8,85,16.2,Paris
2024-02-17,3,10.0,7.9,75,6.9,Paris
2024-02-18,61,9.0,5.8,86,16.7,Paris
2024-02-19,51,10.6,8.0,87,15.3,Paris
2024-02-20,3,8.5,5.9,87,11.7,Paris
2024-02-21,61,8.6,5.0,86,19.1,Paris
2024-02-22,63,11.3,6.9,87,28.6,Paris
2024-02-23,53,6.0,0.9,77,22.8,Paris
2024-02-24,61,5.1,0.7,83,18.8,Paris
2024-02-25,61,6.1,2.2,91,18.4,Paris
2024-02-26,61,7.0,3.6,93,16.5,Paris
2024-02-27,3,6.5,1.9,79,20.2,Paris
2024-02-28,3,6.0,3.1,84,9.5,Paris
2024-02-29,51,9.4,6.2,90,18.4,Paris
2024-03-01,61,7.4,2.9,86,22.8,Paris
2024-03-02,61,6.6,3.0,89,16.6,Paris
2024-03-03,53,6.0,3.2,86,9.1,Paris
2024-03-04,51,5.5,2.4,78,8.9,Paris
2024-03-05,63,7.1,3.7,83,13.8,Paris
2024-03-06,61,6.4,4.1,88,6.0,Paris
2024-03-07,2,6.4,3.1,82,11.7,Paris
2024-03-08,3,8.2,4.4,73,15.5,Paris
2024-03-09,61,9.2,5.6,76,16.9,Paris
2024-03-10,51,7.9,5.9,89,7.3,Paris
2024-03-11,53,7.6,4.6,85,12.4,Paris
2024-03-12,61,8.9,6.1,91,14.7,Paris
2024-03-13,3,11.5,9.5,84,11.7,Paris
2024-03-14,3,11.1,8.9,83,11.5,Paris
2024-03-15,61,13.1,10.2,83,20.7,Paris
2024-03-16,51,11.9,9.2,76,14.1,Paris
2024-03-17,53,11.4,9.9,91,10.6,Paris
2024-03-18,53,12.8,11.6,84,7.9,Paris
2024-03-19,3,11.6,10.2,79,6.4,Paris
2024-03-20,3,12.3,11.2,80,5.8,Paris
2024-03-21,3,12.5,11.4,81,6.4,Paris
2024-03-22,51,11.4,9.6,84,9.8,Paris
2024-03-23,73,7.7,3.2,79,21.4,Paris
2024-03-24,51,7.1,2.6,75,19.3,Paris
2024-03-25,3,7.4,3.9,74,12.8,Paris
2024-03-26,61,9.5,6.9,85,13.0,Paris
2024-03-27,53,8.1,3.9,78,19.5,Paris
2024-03-28,61,9.0,3.4,70,28.8,Paris
2024-03-29,61,10.5,7.4,79,16.0,Paris
2024-03-30,61,9.0,6.7,82,9.0,Paris
2024-03-31,53,9.8,7.2,83,13.0,Paris
2024-04-01,53,9.8,6.6,79,15.6,Paris
2024-04-02,51,10.6,6.4,75,22.5,Paris
2024-04-03,55,12.6,9.3,79,21.4,Paris
2024-04-04,63,14.3,10.7,78,25.6,Paris
2024-04-05,61,15.0,13.2,82,16.9,Paris
2024-04-06,3,17.1,15.1,68,15.9,Paris
2024-04-07,63,15.4,14.1,78,12.5,Paris
2024-04-08,63,14.5,13.1,82,12.2,Paris
2024-04-09,51,10.1,5.6,69,22.2,Paris
2024-04-10,3,10.0,7.4,70,9.6,Paris
2024-04-11,51,14.0,13.1,79,7.4,Paris
2024-04-12,3,15.8,15.5,80,7.1,Paris
2024-04-13,3,17.3,16.9,78,10.5,Paris
2024-04-14,3,14.2,12.7,75,10.4,Paris
2024-04-15,61,10.1,5.9,75,22.1,Paris
2024-04-16,61,9.3,4.4,71,23.7,Paris
2024-04-17,53,7.4,4.0,77,14.1,Paris
2024-04-18,51,7.3,4.1,72,10.6,Paris
2024-04-19,51,9.5,5.6,75,18.9,Paris
2024-04-20,51,7.0,3.0,72,15.2,Paris
2024-04-21,55,6.8,2.3,68,17.7,Paris
2024-04-22,51,6.6,2.8,71,13.7,Paris
2024-04-23,3,6.3,2.7,67,11.7,Paris
2024-04-24,51,7.7,3.7,72,16.3,Paris
2024-04-25,51,7.5,4.7,71,7.0,Paris
2024-04-26,61,9.7,7.3,78,9.6,Paris
2024-04-27,63,11.8,10.1,87,11.3,Paris
2024-04-28,61,12.1,8.6,73,19.8,Paris
2024-04-29,51,12.3,10.4,75,10.0,Paris
2024-04-30,61,14.0,12.5,83,12.4,Paris
2024-05-01,63,15.4,15.0,85,9.4,Paris
