time,weather_code (wmo code),temperature_2m_mean (°C),apparent_temperature_mean (°C),relative_humidity_2m_mean (%),wind_speed_10m_mean (km/h)
2021-05-26,61,27.9,33.3,81,5.3
2021-05-27,63,26.4,31.9,88,5.1
2021-05-28,63,27.3,33.0,84,4.1
2021-05-29,63,27.2,32.8,86,6.7
2021-05-30,61,27.7,33.3,82,6.5
2021-05-31,63,27.9,33.5,82,6.0
2021-06-01,61,27.4,33.0,83,6.1
2021-06-02,61,27.5,33.3,84,5.6
2021-06-03,61,27.5,33.6,86,4.8
2021-06-04,63,27.4,33.4,86,4.8
2021-06-05,65,26.3,31.6,87,4.6
2021-06-06,51,27.3,32.5,81,5.4
2021-06-07,51,27.3,32.3,80,5.1
2021-06-08,61,27.3,33.2,85,5.1
2021-06-09,61,26.7,32.6,87,3.9
2021-06-10,63,26.6,31.6,83,5.9
2021-06-11,51,27.1,32.1,82,5.5
2021-06-12,65,26.4,31.9,87,4.1
2021-06-13,61,26.8,32.2,85,5.8
2021-06-14,63,26.6,32.2,85,4.2
2021-06-15,61,26.6,32.3,87,4.5
2021-06-16,53,26.8,32.1,85,6.1
2021-06-17,63,27.5,33.2,82,4.7
2021-06-18,61,26.4,31.4,83,4.7
2021-06-19,61,26.7,31.9,83,5.0
2021-06-20,61,26.2,31.2,85,4.5
2021-06-21,51,26.9,32.1,82,5.2
2021-06-22,51,26.9,31.4,79,7.0
2021-06-23,53,26.9,31.6,81,6.4
2021-06-24,53,27.6,33.0,80,4.4
2021-06-25,61,26.3,31.6,86,5.7
2021-06-26,63,26.5,31.8,85,5.3
2021-06-27,55,26.9,32.2,83,5.2
2021-06-28,63,26.7,32.1,83,3.9
2021-06-29,63,25.5,30.4,88,5.7
2021-06-30,51,26.6,31.8,84,4.7
2021-07-01,61,27.1,32.1,81,5.9
2021-07-02,61,26.7,32.0,83,4.4
2021-07-03,63,26.8,32.1,84,4.7
2021-07-04,61,26.7,32.3,85,4.4
2021-07-05,61,26.1,31.4,87,4.8
2021-07-06,63,25.7,30.7,87,4.2
2021-07-07,51,27.2,32.3,80,5.2
2021-07-08,63,26.6,32.0,86,5.4
2021-07-09,61,26.6,31.8,85,5.2
2021-07-10,63,26.1,31.2,88,5.6
2021-07-11,63,25.5,30.7,89,4.4
2021-07-12,61,26.1,30.9,85,6.1
2021-07-13,63,24.9,29.3,87,6.2
2021-07-14,3,25.8,29.5,78,7.6
2021-07-15,51,27.0,31.9,78,4.5
2021-07-16,3,27.3,32.1,78,5.7
2021-07-17,51,27.4,32.6,80,5.2
2021-07-18,51,27.2,32.1,79,6.0
2021-07-19,3,27.3,31.6,75,7.1
2021-07-20,51,27.3,31.8,76,5.6
2021-07-21,51,28.0,32.4,74,7.8
2021-07-22,65,27.8,32.7,78,7.5
2021-07-23,63,27.9,32.6,76,5.7
2021-07-24,51,28.0,32.5,75,7.2
2021-07-25,61,27.6,32.4,76,6.2
2021-07-26,53,26.7,31.9,83,4.6
2021-07-27,53,27.1,32.0,80,4.9
2021-07-28,51,27.6,31.8,73,6.5
2021-07-29,61,28.0,31.7,69,8.0
2021-07-30,53,27.5,31.7,73,5.7
2021-07-31,51,27.4,32.2,77,5.3
2021-08-01,63,26.9,32.1,83,4.9
2021-08-02,55,27.5,32.8,80,4.3
2021-08-03,61,27.6,33.0,80,5.2
2021-08-04,63,26.9,32.0,82,4.9
2021-08-05,61,27.5,32.2,78,7.1
2021-08-06,51,28.0,32.4,74,7.2
2021-08-07,51,27.5,32.7,79,4.9
2021-08-08,63,27.0,32.5,83,4.6
2021-08-09,63,26.7,32.0,84,4.8
